Coordinates,Date,State,County,Urban Area,Census Block,Census Tract
"(-70.94678298916654, 44.07917775794007)",2023-08-18,Maine,Oxford,,1076,9667
"(-71.43281693266539, 42.98405453654518)",2023-08-18,New Hampshire,Hillsborough,,1000,17
"(-71.36708024950127, 42.5692574487499)",2023-08-18,Massachusetts,Middlesex,,1004,3171.03
"(-71.50919902035182, 43.23193820666392)",2023-08-18,New Hampshire,Merrimack,,1030,328
"(-77.00362208956523, 34.70623219206795)",2023-08-18,North Carolina,Carteret,,2021,9708.04
"(-72.35727422946486, 42.10172070085451)",2023-08-18,Massachusetts,Hampden,,1024,8137.02
"(-71.20860656966025, 42.63158071508472)",2023-08-18,Massachusetts,Middlesex,,2015,3152
"(-71.09495018886372, 42.75592085565463)",2023-08-18,Massachusetts,Essex,,1005,2611.02
"(-72.55170541869256, 42.08163280526186)",2023-08-18,Massachusetts,Hampden,,5000,8026.01
"(-71.14194010357238, 42.409430271245625)",2023-08-18,Massachusetts,Middlesex,,2000,3567.01
"(-71.01688572523014, 42.15638755557861)",2023-08-18,Massachusetts,Norfolk,,4005,4212
"(-71.36041886636973, 42.90478608262404)",2023-08-18,New Hampshire,Rockingham,,1016,37.03
"(-71.51297161431185, 43.15401251168438)",2023-08-18,New Hampshire,Merrimack,,3005,310.01
"(-97.53813681734698, 30.555092487152752)",2023-08-18,Texas,Williamson,,2053,208.13
"(-71.0675092382424, 42.754457714348)",2023-08-18,Massachusetts,Essex,,1016,2611.01
"(-71.25747675922382, 42.55504899974692)",2023-08-18,Massachusetts,Middlesex,,2007,3161.02
"(-71.0112457908265, 42.42334388791375)",2023-08-18,Massachusetts,Suffolk,,5013,1704
"(-73.08869985725917, 41.30516447524895)",2023-08-18,Connecticut,Naugatuck Valley,,2002,1102.01
"(-70.98244268733069, 42.078845438892834)",2023-08-18,Massachusetts,Plymouth,,1011,5112
"(-71.74123168483851, 43.58801536642975)",2023-08-18,New Hampshire,Grafton,,1003,9612.01
"(-71.0668333824834, 42.40508020554375)",2023-08-18,Massachusetts,Middlesex,,2022,3424.02
"(-71.07459299333509, 42.29758158615826)",2023-08-18,Massachusetts,Suffolk,,4003,919
"(-72.34628836526429, 41.61592299764831)",2023-08-18,Connecticut,Capitol,,2034,5261.01
"(-82.60156563793095, 40.75090215331466)",2023-08-18,Ohio,Richland,,1023,24
"(-71.08055347062533, 42.635568820740886)",2023-08-18,Massachusetts,Essex,,1001,2532.04
"(-71.50742855955184, 42.99262240885788)",2023-08-18,New Hampshire,Hillsborough,,2014,28.02
"(-85.93362234443798, 39.789641561000856)",2023-08-18,Indiana,Hancock,,2029,4109.02
"(-79.0595924147431, 34.988291935378896)",2023-08-18,North Carolina,Hoke,,1027,9701.08
"(-71.42825558860297, 42.75008898673285)",2023-08-18,New Hampshire,Hillsborough,,1015,122.01
"(-73.03450653000746, 40.76776402729614)",2023-08-18,New York,Suffolk,,1002,1589.01
"(-71.03997990682537, 42.55050177263571)",2023-08-18,Massachusetts,Essex,,1005,2092
"(-71.5021046398688, 41.38864242494613)",2023-08-18,Rhode Island,Washington,,3001,515.04
"(-71.11329495214851, 42.56601234273212)",2023-08-18,Massachusetts,Middlesex,,1000,3302.02
"(-72.28153183913597, 41.681195111347584)",2023-08-18,Connecticut,Capitol,,3009,8601
"(-71.41837409884167, 42.785019316733546)",2023-08-18,New Hampshire,Hillsborough,,1008,121.01
"(-71.43281431728, 42.813968917237965)",2023-08-18,New Hampshire,Hillsborough,,2008,131.01
"(-71.03777768554565, 43.42585950476605)",2023-08-18,New Hampshire,Strafford,,3007,880
"(-71.1582028171991, 42.156559062417976)",2023-08-18,Massachusetts,Norfolk,,2012,4151.01
"(-71.67873827652082, 42.852759789702986)",2023-08-18,New Hampshire,Hillsborough,,2004,161
"(-73.15303062411357, 41.221073678655415)",2023-08-18,Connecticut,Greater Bridgeport,,1018,810
"(-71.40752800937952, 41.840710406436415)",2023-08-18,Rhode Island,Providence,,2004,31
"(-70.78563981036015, 42.998025287721305)",2023-08-18,New Hampshire,Rockingham,,2021,710.01
"(-71.20124307179412, 42.72066738263918)",2023-08-18,Massachusetts,Essex,,2000,2522.01
"(-71.24929197782491, 42.89881092629857)",2023-08-18,New Hampshire,Rockingham,,1000,36.02
"(-71.67934746012736, 42.72059693474112)",2023-08-18,New Hampshire,Hillsborough,,1011,180.01
"(-71.4969135902852, 42.74199905181258)",2023-08-18,New Hampshire,Hillsborough,,1010,114.02
"(-70.98531445988763, 42.216011638372926)",2023-08-18,Massachusetts,Norfolk,,1024,4192
"(-70.88931990207796, 43.27584382601268)",2023-08-18,New Hampshire,Strafford,,3006,830.01
"(-71.99823941298939, 42.72406716222084)",2023-08-18,New Hampshire,Cheshire,,3029,9706
"(-72.87727870400366, 44.50557073251916)",2023-08-18,Vermont,Chittenden,,6016,29
"(-72.69731298203429, 41.35263696651459)",2023-08-18,Connecticut,South Central Connecticut,,4002,1903.01
"(-71.46625964280169, 42.75091910784041)",2023-08-18,New Hampshire,Hillsborough,,2007,108.01
"(-71.9058327539334, 43.12638231955554)",2023-08-18,New Hampshire,Hillsborough,,3049,255.01
"(-70.8232149556329, 42.080417784759206)",2023-08-18,Massachusetts,Plymouth,,1003,5081.01
"(-69.73851490589243, 44.31447229794372)",2023-08-18,Maine,Kennebec,,3000,105
"(-71.49451247192918, 42.73794824906671)",2023-08-18,New Hampshire,Hillsborough,,2001,114.02
"(-71.53568369342644, 42.73671355919298)",2023-08-18,New Hampshire,Hillsborough,,1000,171.01
"(-71.1695791198326, 43.80614983883669)",2023-08-18,New Hampshire,Carroll,,2005,9559.01
"(-70.98687743524488, 43.01819422596888)",2023-08-18,New Hampshire,Rockingham,,2007,610.01
"(-70.93675154567175, 41.6325487278892)",2023-08-18,Massachusetts,Bristol,,2016,6517
"(-71.4924531512972, 42.48072077989801)",2023-08-18,Massachusetts,Middlesex,,1021,3881
"(-71.29184976812542, 42.780486693443926)",2023-08-18,New Hampshire,Rockingham,,2000,1061.02
"(-71.3345803763913, 42.77440114944229)",2023-08-18,New Hampshire,Rockingham,,1012,1061.02
"(-71.57814025194624, 42.84325478230872)",2023-08-18,New Hampshire,Hillsborough,,3001,152
"(-122.4141935303248, 37.74526062953479)",2023-08-18,California,San Francisco,,2003,252
"(-71.04789082027773, 42.960537801585055)",2023-08-18,New Hampshire,Rockingham,,2043,600
"(-70.8960455417579, 43.245639920883)",2023-08-18,New Hampshire,Strafford,,1011,830.02
"(-71.23249982032088, 42.75436317602747)",2023-08-18,New Hampshire,Rockingham,,2013,1003.02
"(-72.02496417183433, 44.13679736327624)",2023-08-18,New Hampshire,Grafton,,2023,9606
"(-93.211657675211, 44.1107007955243)",2023-08-18,Minnesota,Steele,,4007,9603
"(-71.65497526915182, 43.44681853460658)",2023-08-18,New Hampshire,Merrimack,,4000,430.02
"(-72.556752328524, 42.08246569084216)",2023-08-18,Massachusetts,Hampden,,6001,8021.01
"(-71.48172294995152, 42.94990626805553)",2023-08-18,New Hampshire,Hillsborough,,2017,29.01
"(-71.15992036394351, 42.57736766924179)",2023-08-18,Massachusetts,Middlesex,,2008,3311.01
"(-70.6786989943307, 41.974896812518566)",2023-08-18,Massachusetts,Plymouth,,2004,5302
"(-71.61777352781367, 42.87808695172264)",2023-08-18,New Hampshire,Hillsborough,,2016,151
"(-71.52221943750354, 43.0859293506578)",2023-08-18,New Hampshire,Merrimack,,2010,310.01
"(-70.9260393678509, 42.85919431322701)",2023-08-18,Massachusetts,Essex,,1001,2663
"(-71.23423933864768, 42.63595959320117)",2023-08-18,Massachusetts,Middlesex,,2011,3152
"(-71.2579294889296, 42.83414301566948)",2023-08-18,New Hampshire,Rockingham,,1018,1061.01
"(-72.54411125245083, 42.12701698826064)",2023-08-18,Massachusetts,Hampden,,1014,8014.02
"(-70.98853302741288, 42.68472992271381)",2023-08-18,Massachusetts,Essex,,1020,2131
"(-71.30172534377523, 42.68943691288825)",2023-08-18,Massachusetts,Middlesex,,1004,3143.01
"(-71.1995449970106, 42.777004412460585)",2023-08-18,New Hampshire,Rockingham,,1002,1004.02
"(-71.00602733174956, 42.958154411250696)",2023-08-18,New Hampshire,Rockingham,,4000,1051
"(-71.52968845745629, 43.15517331982515)",2023-08-18,New Hampshire,Merrimack,,3003,310.01
"(-71.1432651177367, 42.50257540183254)",2023-08-18,Massachusetts,Middlesex,,2012,3336.02
"(-71.43994059861578, 41.82403959131307)",2023-08-18,Rhode Island,Providence,,6000,19
"(-71.24457797599216, 42.33391973734216)",2023-08-18,Massachusetts,Middlesex,,4004,3744
"(-70.97882621074143, 42.22625711817834)",2023-08-18,Massachusetts,Norfolk,,2005,4193
"(-71.53876113577589, 43.19091415213515)",2023-08-18,New Hampshire,Merrimack,,2017,321
"(-71.49343130515982, 44.90173995038561)",2023-08-18,New Hampshire,Coos,,1038,9502
"(-71.1921502027851, 44.46807782594059)",2023-08-18,New Hampshire,Coos,,2024,9508
"(-71.27580635245631, 42.73273877212756)",2023-08-18,New Hampshire,Hillsborough,,2007,2003
"(-71.27570989444366, 42.58675725664282)",2023-08-18,Massachusetts,Middlesex,,3013,3165
"(-70.86141977570041, 42.09682298962087)",2023-08-18,Massachusetts,Plymouth,,3008,5031.02
"(-71.52387964391056, 42.09540904562618)",2023-08-18,Massachusetts,Worcester,,4007,7461
"(-71.26403242380212, 42.90130810003581)",2023-08-18,New Hampshire,Rockingham,,2011,33.01
"(-71.22203126298211, 41.820238064465336)",2023-08-18,Massachusetts,Bristol,,3015,6332
"(-71.52603526923023, 42.16812916869686)",2023-08-18,Massachusetts,Worcester,,2009,7441.03
"(-71.50218698877173, 42.909924309271446)",2023-08-18,New Hampshire,Hillsborough,,4010,29.01
"(-72.56919429773525, 42.01810256424243)",2023-08-18,Connecticut,Capitol,,2025,4803
"(-70.27889274998418, 43.85266869886437)",2023-08-18,Maine,Cumberland,,2012,46
"(-68.08633384164027, 44.39356633628349)",2023-08-18,Maine,Hancock,,2009,9658
"(-71.26052523132762, 42.81310242938469)",2023-08-18,New Hampshire,Rockingham,,1016,1061.01
"(-74.19579899600156, 40.546110218858914)",2023-08-18,New York,Richmond,,2012,170.14
"(-71.36131354221436, 42.456612951796)",2023-08-18,Massachusetts,Middlesex,,1018,3611
"(-93.86458147979144, 45.4136054087834)",2023-08-18,Minnesota,Sherburne,,1018,304.07
"(-73.04536279165225, 43.58724644051177)",2023-08-18,Vermont,Rutland,,2016,9626
"(-117.72642350842102, 33.573977312506656)",2023-08-18,California,Orange,,1004,626.37
"(-71.21155515179643, 42.49538977452947)",2023-08-18,Massachusetts,Middlesex,,2012,3324.01
"(-71.12751308368605, 41.82033454210882)",2023-08-18,Massachusetts,Bristol,,5013,6151
"(-70.49289140742898, 44.13080760505992)",2023-08-18,Maine,Oxford,,3001,9664.01
"(-77.21628278985759, 39.08123050582087)",2023-08-18,Maryland,Montgomery,,2009,7012.20
"(-72.73757077363553, 41.80186380791948)",2023-08-18,Connecticut,Capitol,,5001,4973
"(-72.91936792516286, 41.434005069206)",2023-08-18,Connecticut,South Central Connecticut,,1015,1659
"(-71.44839150089516, 42.9971288461277)",2023-08-18,New Hampshire,Hillsborough,,1010,8
"(-71.45148727476001, 42.9857885025629)",2023-08-18,New Hampshire,Hillsborough,,2008,16
"(-70.72263771666631, 43.65782460715706)",2023-08-18,Maine,York,,2024,240.01
"(-71.1161021565247, 42.96740092354685)",2023-08-18,New Hampshire,Rockingham,,2020,540
"(-71.44422880355384, 42.97646877232326)",2023-08-18,New Hampshire,Hillsborough,,6002,18
"(-71.1106265888054, 42.179816836727404)",2023-08-18,Massachusetts,Norfolk,,2001,4152.01
"(-70.98534922344285, 43.6503041767533)",2023-08-18,New Hampshire,Carroll,,1036,9560
"(-71.63358024516955, 42.02145588725116)",2023-08-18,Massachusetts,Worcester,,4025,7491
"(-71.88426170973756, 42.70821009320202)",2023-08-18,Massachusetts,Middlesex,,1004,3001
"(-71.45415250756797, 42.95787802753452)",2023-08-18,New Hampshire,Hillsborough,,5004,24
"(-104.75793037191605, 39.80370085040927)",2023-08-18,Colorado,Adams,,2024,83.54
"(-73.3972803326847, 41.13578749893874)",2023-08-18,Connecticut,Western Connecticut,,1015,426
"(-71.45562535955071, 43.29328264534827)",2023-08-18,New Hampshire,Merrimack,,4003,360
"(-69.15208019396917, 44.19060111522288)",2023-08-18,Maine,Knox,,3010,9705
"(-70.88162436993605, 42.558713620302576)",2023-08-18,Massachusetts,Essex,,5006,2173
"(-71.06347189683235, 42.36396099612164)",2023-08-18,Massachusetts,Suffolk,,2002,203.05
"(-72.69582868418945, 41.697588891651776)",2023-08-18,Connecticut,Capitol,,2004,4925
"(-71.00606157178936, 42.45080762539476)",2023-08-18,Massachusetts,Essex,,2021,2081.01
"(-71.31197971352135, 42.78429180399492)",2023-08-18,New Hampshire,Rockingham,,2006,1061.02
"(-71.42443747249739, 42.977928567995285)",2023-08-18,New Hampshire,Hillsborough,,4009,11
"(-71.41016585904218, 42.09714791360201)",2023-08-18,Massachusetts,Norfolk,,1000,4421.04
"(-71.44356751384935, 42.98134185620548)",2023-08-18,New Hampshire,Hillsborough,,1017,17
"(-71.00696340356369, 41.65383242887915)",2023-08-18,Massachusetts,Bristol,,3000,6531.01
"(-71.17881608983411, 42.69665359544922)",2023-08-18,Massachusetts,Essex,,3000,2514
"(-71.54646836849194, 42.08803371435414)",2023-08-18,Massachusetts,Worcester,,2008,7461
"(-72.33865626496738, 42.16414619584173)",2023-08-18,Massachusetts,Hampden,,3022,8101
"(-71.19784744828546, 43.59883166849736)",2023-08-18,New Hampshire,Carroll,,1032,9561.01
"(-71.18271260321184, 42.09913625315814)",2023-08-18,Massachusetts,Norfolk,,4000,4142
"(-72.68380254850865, 41.73541167049355)",2023-08-18,Connecticut,Capitol,,4000,5023
"(-71.33487341910045, 42.29035949268863)",2023-08-18,Massachusetts,Middlesex,,1022,3822
"(-71.01093909841272, 42.48625123386864)",2023-08-18,Massachusetts,Essex,,1012,2083.02
"(-71.35819676876547, 42.794249865387165)",2023-08-18,New Hampshire,Rockingham,,1007,1061.02
"(-71.09129742952456, 42.28806763029269)",2023-08-18,Massachusetts,Suffolk,,4005,1001
"(-80.12860810721875, 26.70572159723001)",2023-08-18,Florida,Palm Beach,,2000,31.01
"(-71.44503654627826, 43.13167307267263)",2023-08-18,New Hampshire,Merrimack,,3006,32.01
"(-71.00053207096683, 42.22331741283367)",2023-08-18,Massachusetts,Norfolk,,2014,4192
"(-71.45499069996863, 42.701106737045606)",2023-08-18,New Hampshire,Hillsborough,,1002,111.01
"(-71.8675843519106, 41.39511955424662)",2023-08-18,Connecticut,Southeastern Connecticut,,5004,7051.02
"(-71.51906881871938, 42.915265265433085)",2023-08-18,New Hampshire,Hillsborough,,2001,29.03
"(-71.27054460229022, 42.74034002055364)",2023-08-18,New Hampshire,Hillsborough,,2004,2003
"(-71.76377035138175, 42.51508311671243)",2023-08-18,Massachusetts,Worcester,,2006,7092.01
"(-71.15193483090374, 42.47135624181969)",2023-08-18,Massachusetts,Middlesex,,3015,3333
"(-74.85984417909009, 40.03780622817382)",2023-08-18,New Jersey,Burlington,,1000,7028.01
"(-71.25015830312648, 43.04456853246485)",2023-08-18,New Hampshire,Rockingham,,1010,500
"(-71.21683064733656, 42.736532264836434)",2023-08-18,Massachusetts,Essex,,1001,2522.02
"(-70.85741835962544, 42.4990912521319)",2023-08-18,Massachusetts,Essex,,1002,2032
"(-71.43141982815355, 44.60090224133232)",2023-08-18,New Hampshire,Coos,,5069,9504
"(-71.42029497367558, 42.88149198265717)",2023-08-18,New Hampshire,Rockingham,,1001,38.02
"(-72.90758694331998, 41.316696116753256)",2023-08-18,Connecticut,South Central Connecticut,,2000,1419
"(-70.86598848076795, 43.25643664516443)",2023-08-18,New Hampshire,Strafford,,1005,830.01
"(-71.26062663805742, 42.81316820672294)",2023-08-18,New Hampshire,Rockingham,,1016,1061.01
"(-73.0163641065683, 44.30590702419924)",2023-08-18,Vermont,Chittenden,,1030,35.03
"(-72.12994842698684, 43.99139883856235)",2023-08-18,Vermont,Orange,,1030,9598
"(-71.39202928657635, 42.1040232104362)",2023-08-18,Massachusetts,Norfolk,,2009,4421.01
"(-72.61762917181207, 41.735957989254814)",2023-08-18,Connecticut,Capitol,,2005,5107
"(-71.15835948520562, 42.75066575831624)",2023-08-18,Massachusetts,Essex,,3007,2526.02
"(-71.44072914995459, 42.96626925940285)",2023-08-18,New Hampshire,Hillsborough,,4029,25
"(-70.91265156677365, 43.146093922921786)",2023-08-18,New Hampshire,Strafford,,1011,802.02
"(-72.56371297064648, 42.03311020717143)",2023-08-18,Massachusetts,Hampden,,2020,8133.01
"(-70.79876633209676, 43.19691706190774)",2023-08-18,Maine,York,,3009,350.02
"(-71.90950185168397, 44.21403488542303)",2023-08-18,New Hampshire,Grafton,,1026,9603
"(-71.02674047436143, 42.40410605785296)",2023-08-18,Massachusetts,Suffolk,,3000,1606.01
"(-80.60147499570488, 36.41354511922556)",2023-08-18,North Carolina,Surry,,1014,9311.01
"(-71.18130254110837, 42.91767526898109)",2023-08-18,New Hampshire,Rockingham,,3000,520
"(-71.40580806166217, 42.78453386736639)",2023-08-18,New Hampshire,Hillsborough,,1001,121.02
"(-104.87823975884704, 39.5293611616132)",2023-08-18,Colorado,Douglas,,2014,141.25
"(-71.19896618061355, 43.14046434164161)",2023-08-18,New Hampshire,Rockingham,,2000,560
"(-73.25848098639266, 42.48921209530714)",2023-08-18,Massachusetts,Berkshire,,3013,9004
"(-71.9238682190329, 43.3518595623376)",2023-08-18,New Hampshire,Merrimack,,1034,405.02
"(-71.69768115092954, 42.07090962171921)",2023-08-18,Massachusetts,Worcester,,2026,7521.01
"(-71.18722284145723, 42.7039755920942)",2023-08-18,Massachusetts,Essex,,3004,2502
"(-70.00536234543675, 43.930833072117714)",2023-08-18,Maine,Cumberland,,1008,113
"(-117.78892772284073, 33.768129921929585)",2023-08-18,California,Orange,,1000,756.04
"(-74.23168883150075, 40.69039185083215)",2023-08-18,New Jersey,Union,,3004,324.01
"(-71.40583446259322, 42.66328079707732)",2023-08-18,Massachusetts,Middlesex,,1034,3131.01
"(-71.88175486400195, 42.37264810698815)",2023-08-18,Massachusetts,Worcester,,2012,7284
"(-71.42885686800359, 41.82124652883533)",2023-08-18,Rhode Island,Providence,,1011,11
"(-82.37751885518092, 27.968116686145223)",2023-08-18,Florida,Hillsborough,,3008,120.02
"(-76.38086812480685, 41.771492022008296)",2023-08-18,Pennsylvania,Bradford,,5007,9509
"(-72.75700822182507, 41.63200994995323)",2023-08-18,Connecticut,Capitol,,1010,4001.02
"(-71.09154782276072, 42.48363868384181)",2023-08-18,Massachusetts,Middlesex,,2008,3371.01
"(-71.18631416504908, 42.77163969035123)",2023-08-18,New Hampshire,Rockingham,,2010,1004.02
"(-71.45945850902149, 42.01478086826496)",2023-08-18,Rhode Island,Providence,,2006,184
"(-117.73102695756812, 34.083804421418755)",2023-08-18,California,Los Angeles,,3000,4021.01
"(-71.46624557459944, 43.15270951307597)",2023-08-18,New Hampshire,Merrimack,,2000,32.01
"(-71.09590258957822, 42.89228362971307)",2023-08-18,New Hampshire,Rockingham,,2018,1051
"(-71.38346566697498, 42.94618634997127)",2023-08-18,New Hampshire,Hillsborough,,4014,10
"(-71.51433878642001, 42.74752115616096)",2023-08-18,New Hampshire,Hillsborough,,2016,103.02
"(-73.51646542089897, 41.05517388636903)",2023-08-18,Connecticut,Western Connecticut,,2002,220
"(-72.67364925859805, 42.0751556552493)",2023-08-18,Massachusetts,Hampden,,1008,8132.06
"(-71.48274932000783, 43.44468803911725)",2023-08-18,New Hampshire,Belknap,,2000,9658.02
"(-71.69951050830971, 43.26855049999989)",2023-08-18,New Hampshire,Merrimack,,3042,385
"(-71.21105385471951, 42.024704951769806)",2023-08-18,Massachusetts,Bristol,,3000,6102.03
"(-71.55088925220518, 43.20144796976074)",2023-08-18,New Hampshire,Merrimack,,1027,325
"(-73.40836229159527, 41.12016113785938)",2023-08-18,Connecticut,Western Connecticut,,1000,437
"(-73.8768748504269, 41.3378299541514)",2023-08-18,New York,Putnam,,1008,109.01
"(-71.0952951147451, 42.47007661693805)",2023-08-18,Massachusetts,Middlesex,,2000,3371.02
"(-71.84965839540308, 43.00907800085661)",2023-08-18,New Hampshire,Hillsborough,,1020,215
"(-71.44079659628714, 41.77917120952558)",2023-08-18,Rhode Island,Providence,,1002,137.02
"(-71.08058189588844, 42.28741406580817)",2023-08-18,Massachusetts,Suffolk,,1001,1002
"(-71.20487269056352, 42.76255768290228)",2023-08-18,New Hampshire,Rockingham,,1015,1004.01
"(-71.4452636856189, 42.98281101580344)",2023-08-18,New Hampshire,Hillsborough,,2013,16
"(-71.16751969022684, 42.91746682789734)",2023-08-18,New Hampshire,Rockingham,,2036,520
"(-73.79075175715838, 41.13098719092165)",2023-08-18,New York,Westchester,,3035,122.02
"(-72.99766003388146, 40.95630068765525)",2023-08-18,New York,Suffolk,,3005,1583.04
